tasks,offlines,repeat,tag,date,tabus,chances,resets,distance,cmax,time,cmax_min
20,20,13,Move Tabulist,2006-11-26 23:56:43,120,80,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:43,120,90,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:43,120,100,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:43,120,110,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:43,120,120,1,1,1921,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:43,80,80,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:43,80,90,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:43,80,100,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:43,80,110,1,3,1857,0.01,1832
20,20,13,Move Tabulist,2006-11-26 23:56:44,80,120,1,3,1857,0.01,1832
20,20,13,Move Tabulist,2006-11-26 23:56:44,90,80,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:44,90,90,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:44,90,100,1,3,1857,0.01,1832
20,20,13,Move Tabulist,2006-11-26 23:56:44,90,110,1,3,1857,0.01,1832
20,20,13,Move Tabulist,2006-11-26 23:56:44,90,120,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:44,100,80,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:44,100,90,1,3,1857,0.01,1832
20,20,13,Move Tabulist,2006-11-26 23:56:44,100,100,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:45,100,110,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:45,100,120,1,3,1857,0.01,1832
20,20,13,Move Tabulist,2006-11-26 23:56:45,110,80,1,3,1857,0.01,1832
20,20,13,Move Tabulist,2006-11-26 23:56:45,110,90,1,3,1857,0.00,1832
20,20,13,Move Tabulist,2006-11-26 23:56:45,110,100,1,3,1843,0.01,1832
